Questions,Category,Bloom Level
Describe a Link List as ADT.,BT1,Remember
Explain building meterial used for green building.,BT1,Remember
Explain the conceptual design process. ,BT2,Understand
Define member stiffness; carry over moment and distribution factor.,BT1,Remember
Teacher-prepared materials are the best form of resources for your English language lesson. State FIVE (5) factors that you would consider when preparing your resources. ,BT1,Remember
Write a short note on block brakes.,BT1,Remember
Compare stack with Queue.,BT1,Remember
A pipeline of length 2km is used for power transmission.,BT3,Apply
"Besides Field Programmable Gate Array (FPGA), name one other type of programmable logic device. ",BT1,Remember
Draw and explain an Instrumentation amplifier interface with RTD bridge for temperature measurement.,BT1,Remember
A 3 phase 80 kV transmission line is supported by 3 suspension insulators.,BT1,Remember
"Based on your knowledge, describe TWO (2) foreign bonds that are well known in the market. ",BT1,Remember
How O.,BT2,Understand
Explain sill and Dyke as igneous intrusions.,BT1,Remember
Describe Renaissance art style. ,BT1,Remember
Explain THREE (3) data collection challenges in advertising research.,BT2,Understand
Explain the six regimes of the pool boiling curve with the help of a neat diagram.,BT1,Remember
Describe a circular linked list.,BT1,Remember
With the help of torque speed characteristics explain effect of addition of external resistance in rotor circuit of 3 phase slipring induction motor.,BT2,Understand
Write an 8051 C program to toggle only bit P2.,BT3,Apply
Explain the function of the following component in HPP :,BT1,Remember
Identify FIVE (5) Maslow's Hierarchy of Needs based on organizational context. ,BT1,Remember
What is Lissajous pattern?,BT1,Remember
Describe primitive data types.,BT4,Analyze
"Define the designation âFrame = -3"".",BT1,Remember
Find Controllability and Observability of the system given by state model.,BT3,Apply
Which are the factor that affect on the output of the voltage regulator?,BT1,Remember
Explain Project Management software in construction site planning.,BT1,Remember
Explain voltage Divider using multiplier 534.,BT1,Remember
A cylindrical pressure vessel 1.,BT3,Apply
What are the steps in handling page fault?,BT1,Remember
Find the Laplace Transform of following using the properties.,BT3,Apply
Define pressure vessel and explain design of pressure vessel subjected to external pressure.,BT1,Remember
Discuss the significance of genome studies in molecular medicine.,BT2,Understand
What is scaling?,BT1,Remember
What is machine instruction?,BT1,Remember
Discuss THREE (3) factors influencing the conflict management process. Support each of your answers with ONE (1) relevant example. ,BT5,Evaluate
What do you mean by EV A?,BT1,Remember
Explain any Electric vehicle in detail.,BT1,Remember
What are polar plots?,BT1,Remember
What is the cost of the MST?,BT1,Remember
Explain following instructions of 8051.,BT2,Understand
Define load factor and shape factor.,BT2,Understand
What are the benefits of increased productivity?,BT1,Remember
A three span continuous beam ABCD is loaded with ultimate loads as shown in figure 11.,BT4,Analyze
Discuss the regulation of ATCase which is an allosteric enzyme. ,BT2,Understand
What is friend function?,BT1,Remember
What is spread spectrum?,BT1,Remember
A 4m length of a tube has a buckling load of 2kN when used as a column hinged at both ends.,BT3,Apply
Explain Helmholtz and Gibbs functions.,BT1,Remember
Identify the compounds A and B in the following reactions.,BT4,Analyze
Find the condition for symmetry and reciprocity of Z parameter.,BT4,Analyze
"List the three types of RNA involved in the transcription and translation, and briefly explain their functions. ",BT2,Understand
Explain the purpose of human communication process. ,BT2,Understand
Briefly explain the characteristics of monopolistic market structure.,BT2,Understand
Briefly describe the hierarchical classification of proteins using CATH classification. ,BT2,Understand
Derive the expression Maximum Efficiency of a Square Threaded Screw.,BT4,Analyze
Explain addressing modes of 8086.,BT2,Understand
State properties of material used for solders.,BT1,Remember
What is Stack?,BT1,Remember
An electric current consists of an inductance 0.,BT3,Apply
Derive with usual notations the basic governing âenergy equationâ of channel flow.,BT4,Analyze
"Using a farm animal species of your choice, sketch a graph and describe the scenario that demonstrate a strong genotype by environmental interaction that could influence breeding objectives. ",BT3,Apply
List the types of Lubricants with at list two examples.,BT1,Remember
What is graphics rendering pipeline in a Virtual Reality system.,BT1,Remember
What do you mean by:,BT1,Remember
Give principle and instrumentation of flame photometry.,BT1,Remember
Calculate the O/P voltage for a DAC whose output range is 0 to 10 V and input binary number 1001.,BT3,Apply
Write a python program to insert a new item before the second element in an existing array.,BT3,Apply
How the Queue ADT is implemented using a Python list.,BT1,Remember
Draw hydraulic circuit for sequential operation of two cylinders.,BT3,Apply
"Explain with neat diagram and output waveforms, Op-Amp as a zero crossing detector?",BT1,Remember
"FinFET technology is developed to minimize some of the shortcomings in planar MOSFETs. With the aid of diagrams, show the differences between these TWO (2) transistors. ",BT3,Apply
Describe the concept or purpose of Qlassic and CIS (Construction Industry Standards) documents. ,BT2,Understand
Find center of pressure of the component as shown in fig.,BT3,Apply
What is stability?,BT1,Remember
A crude oil of viscosity 0.,BT3,Apply
What is Radiation?,BT1,Remember
Double Jet Pelton Wheel has a specific speed of 14 and is required to deliver 1000 kW.,BT3,Apply
Name and sketch the proposed retaining wall in plan view to show the main elements of the wall. ,BT3,Apply
Explain working of Horizontal axis type wind turbine with diagram.,BT2,Understand
Apply Stoke âs theorem to evaluate F cdrïï²  where Fyzi zxj xykï½ï«ï«  and S is upper part of sphere 22 21 xyzï«ï«ï½  above XOY plane.,BT3,Apply
Reason why hunger cannot be simplified as yet another homeostatic process. Provide TWO (2) points. ,BT2,Understand
Discuss the steps in executing interrupts in PIC18 microcontroller.,BT4,Analyze
Explain the working of an universal motor with help of suitable diagram.,BT1,Remember
Draw and explain the operation of single phase bridge rectifier supplying RL load.,BT2,Understand
Define attribution. ,BT1,Remember
Give THREE (3) examples of common uses of standby letter of credit. ,BT2,Understand
Explain the drawback of Sequential File Organization.,BT4,Analyze
Differentiate between the PIC microcontroller and the ARM processor.,BT4,Analyze
Derive the expression for the active state of pressure at any point for a submerged cohesionless backfill along with pressure diagram.,BT4,Analyze
Explain the benefit if environment management system.,BT1,Remember
Explain the price discriminations that associated with monopoly.,BT2,Understand
Write an applications of GIS in civil engg.,BT3,Apply
Design the clocked sequential circuit for the state diagram using JK flip flop.,BT3,Apply
Write a note on Embedded and Dynamic SQL.,BT1,Remember
Discuss the mechanism of E1 and E2 reaction of alkyl halides.,BT3,Apply
Write the rules for BCD addition and give example.,BT1,Remember
Write short note on.,BT2,Understand
Perform depth first search algorithm on the following graph.,BT3,Apply
Enlist different linear and angular methods of setting out of curves.,BT2,Understand
Briefly explain why fatty acids such as stearic acid can be used in Langmuir Blodgett (LB) film deposition and how the monolayer is formed.,BT2,Understand
What is precipitation titration?,BT1,Remember
Derive the formula for Newtonâs forward interpolation formula for the equally spaced data points.,BT4,Analyze
Explain deadlock prevention and Recovery.,BT1,Remember
Identify TWO (2) functions of crisis communication that must be addressed when communicating with internal stakeholder during a crisis. Explain your answer with an exarnple for each function. ,BT2,Understand
Write a short note on Claisen rearrangement.,BT2,Understand
Draw & explain the working principle of bimetallic thermometer. List one advantage & disadvantage with two application.,BT1,Remember
Draw and label an Eisenthal-Cornish-Bowden direct plot. Explain how kinetic parameters could be determined from this plot. ,BT3,Apply
Draw the TCA cycle.,BT1,Remember
Explain the growth of boundary layer over a thin flat plate held parallel to the direction of flow in a real fluid.,BT2,Understand
"The technology of VLSI is defined by the feature size. Over the years, the feature size has been reducing. Analyze and explain the reasons for doing so. ",BT4,Analyze
What is indexing?,BT1,Remember
A 200 V lap wound DC shunt motor has 800 conductors on its armature.,BT3,Apply
Develop a time phased product structure.,BT6,Create
Give the postfix and prefix expression ï¨ï© ï¨ï© // ab c x y zï«ïª ï«,BT3,Apply
Explain the golden rules for User Interface Design.,BT1,Remember
Draw and label the model of Karl Weick's Theory of Organizing. ,BT2,Understand
With the help of a block diagram explain the fundamental units of a microprocessor.,BT4,Analyze
Enlist various methods available for concrete mix design and explain the step by step procedure for concrete mix design IS 10262 method.,BT2,Understand
What is the function of LM35?,BT1,Remember
Explain Linux processes and Thread management.,BT1,Remember
Differentiate between Carburizing and Nitriding.,BT4,Analyze
Analyze the stability of soil using friction circle method with neat sketch.,BT4,Analyze
The news reported that the chicken consumption in Malaysia has fallen by 17.25 percent. Use firm and industry diagrams to explain the short run and long run effects. ,BT3,Apply
Write a program to turn off LED for connected to Port 0 when interrupt 0 occurs and turn it on when interrupt 1 occurs.,BT3,Apply
Define color temperature. ,BT1,Remember
Suppose that a book of 600 pages contains 40 printing mistakes.,BT3,Apply
What is presattable counter?,BT1,Remember
Explain composite masonry.,BT2,Understand
Write a short note on concept of PLA and PAL.,BT2,Understand
"Find angle between the normal to the surface xy = z2 at (1,4,2) and (â3,â3,3).",BT3,Apply
"Evaluate the differences between the common, facing and engineering bricks in characteristics and use. ",BT5,Evaluate
Write a LISP program to find the factorial of n numbers using recursion concept.,BT1,Remember
Draw the energy band diagram of the doped semiconductor at 300 K. ,BT2,Understand
A committee including 3 boys and 4 girls is to be formed from a group of 10 boys and 12 girls.,BT1,Remember
What is Turbidometry in microbiology?,BT1,Remember
Explain different types of microbial interactions in environment with examples.,BT4,Analyze
"A 6 pole, 3 phase induction motor is connected  to 400 volt, 50 Hz ac supply. Calculate- i) the speed of rotating magnetic field of the motor ii) Speed of motor at 3% slip iii) the ro tor emf frequency at 3% slip",BT3,Apply
Give types and applications of stepper motor.,BT2,Understand
Explain RTC DS1306 interfacing with PIC18FXX microcontroller.,BT4,Analyze
Elaborate functional business systen in detail with cross functional enterprise systems.,BT1,Remember
Explain Tools and Techniques used in the Method Study.,BT4,Analyze
Define indegree and outdegree of a vertex in graph. Find the indegree and outdegree of following graph.,BT1,Remember
Explain historical development of wind power.,BT2,Understand
Apply the Gauss Jordan method to solve the following equations.,BT3,Apply
Draw and Explain WSN architecture?,BT4,Analyze
State and Explain Gibbs phase rule.,BT1,Remember
List FIVE (5) major business activities of investment banks. ,BT1,Remember
With suitable diagram explain working of resistive transducers.,BT3,Apply
Solve the following integral equations.,BT3,Apply
What is file?,BT1,Remember
Find the Laplace Transform and find ROC.,BT3,Apply
Explain properties of insulating materials which are used in Cables and Transformers.,BT1,Remember
Draw TWO (2) logo design for food and beverage products. ,BT2,Understand
Evaluate following postfix expression with the help  of stack.,BT3,Apply
Explain in brief about the modification in squirrel cage motor with deep bar rotor construction and state the advantages of this modifiedconstruction.,BT1,Remember
Explain with sketch any one technique of Ceramic matrix composite processing.,BT4,Analyze
What are copper and its alloys?,BT1,Remember
Write a note on file operating modes.,BT1,Remember
Describe compading methods ï­-law and A - law.,BT1,Remember
What is a file mode?,BT1,Remember
The Glass-Steagall Act of 1933 and the Financial Services Modernization Act of 1999 created impact on commercial banks and investment banks in the US. Explain each act in detail. ,BT2,Understand
Classify soil organisms according to their ecology and state TWO examples for each group. ,BT2,Understand
Institutional shareholders do not always fare better than the minority shareholders in promoting shareholder activism. Assess the impediments of institutional shareholder activism. ,BT5,Evaluate
List another TWO isotherms besides Langmiur isoterm. ,BT1,Remember
Discuss the major air pollutants from I.,BT2,Understand
Discuss managing global system with technology issues and opportunities for global value chain.,BT1,Remember
What is remote sensing?,BT1,Remember
Construct a divided difference table from the following data.,BT3,Apply
Analyse the continuous beam as shown in figure 8 by stiffness method.,BT4,Analyze
Explain the following characteristics of TTL logic families.,BT1,Remember
Differentiate between crossbreeding and linebreeding. ,BT4,Analyze
Name a donor atom and acceptor atom for Si. ,BT1,Remember
Write a short note on Java tokens.,BT1,Remember
Give the properties and application of Manganin.,BT2,Understand
Explain working of radial drilling machine.,BT1,Remember
What are materials used for artificial muscles?,BT1,Remember
Discuss all four cases to determine direction of Coriolis components of acceleration when block is sliding on rotating link.,BT4,Analyze
Determine the equilibrium price and quantity.,BT3,Apply
An emitter biased Dual Input Balanced Output differential amplifier has the following specifications.,BT3,Apply
Malaysian Code on Corporate Governance (2012) stipulates that there should  not be any domination of power by any individual in the board. Responsibilities of the CEO and the Chairperson must be clearly defined and separated in order to ensure a balance of power and authority. Evaluate the advantages and disadvantages of CEO duality.,BT5,Evaluate
Explain any two vitamin deficiencies.,BT4,Analyze
What is Additive Manufacturing?,BT1,Remember
Write a program in C to configure Port 1 as input port and Port pin P2.,BT3,Apply
What is meant by ROM?,BT1,Remember
What is NTU effectiveness method?,BT1,Remember
Differentiate between hard and soft magnetic material.,BT4,Analyze
What is shift register?,BT1,Remember
What is file pointer? Write a note on file opening & file closing.,BT1,Remember
Explain with neat diagram hierarchical level in Industrial Communication Networks.,BT1,Remember
What is namespace?,BT1,Remember
Discuss types of analysis for fuel.,BT4,Analyze
What is Decision Support system?,BT1,Remember
Explain single phase fully controlled rectifier fed DC motor drives.,BT1,Remember
With the help of block diagram explain Key interfacing using 8051.,BT1,Remember
"Explain the trading behavior of hedger, speculator and arbitrageur.",BT2,Understand
Draw the market demand and supply curve. ,BT2,Understand
Explain with a neat diagram winter air conditioning.,BT3,Apply
Evaluate TWO (2) strategies that have been implemented by McDonald's Malaysia in handling the crisis. Provide a justification and an example to support your answer for each of the strategies. ,BT5,Evaluate
Illustrate two position and floating control mode in brief with neat sketch.,BT2,Understand
Describe in brief unit operations and unit processes involved in refinery processes of crude oil.,BT3,Apply
Explain the construction and operation of permanent magnet stepper motor.,BT2,Understand
Explain the Dining Philosopher problem with the help of pseudo code.,BT1,Remember
List out the points to be considered for Best Practices of CAD conversion.,BT1,Remember
Explain TWO (2) defects which are usually occur on the surface of finished concrete.,BT2,Understand
Explain lead wire temperature compensation technique.,BT1,Remember
State FOUR (4) reasons why level strategy is attractive to some companies in preparing aggregate production plan. ,BT2,Understand
Write a short note on green building certification in India.,BT1,Remember
Explain FIVE (5) ways that can be practiced by the organization to communicate during the crisis. ,BT2,Understand
What is Isobar and Pressure bulb?,BT1,Remember
Explain LED interfacing with 8051 microcontroller.,BT1,Remember
Briefly list the different types of building maintenance. ,BT1,Remember
Solve any two of the following.,BT3,Apply
Explain various types of aquifers.,BT2,Understand
Identify FIVE (5) effects of organizational communication technology towards communication pattern. ,BT1,Remember
Explain Berkeley and Hartley method for measurement of osmotic pressure.,BT1,Remember
Discuss FOUR (4) tactics that can be used by a spokesperson to handle different types of questions from the media. Provide your discussions with an appropriate example for each tactic. ,BT2,Understand
Explain in brief various screen stencil making process.,BT1,Remember
Draw a labelled sketch of twist drill and explain its terminology.,BT1,Remember
Define symmetrical balance and asymmetrical balance. Draw an example for each. ,BT2,Understand
"You are on a mission to study the microbial diversity in a hyperarid desert. Design experimental steps in collecting, storing, and analyzing the samples. Justify the choices in each step and predict the types of microbes that could be found. ",BT5,Evaluate
Write a pseudo code for binary search apply you algorithm on the following no.,BT4,Analyze
Draw and explain the Task State Segment of 80386.,BT4,Analyze
Determine the values of government multiplier and tax multiplier in open economy for Japan. Explain which multiplier has greater impact on the economy. ,BT3,Apply
Explain how changes in amino acid ionization states could affect the catalytic activity of an enzyme. ,BT2,Understand
Explain Benson Boiler with a schematic diagram.,BT1,Remember
Find the shortest path from node âaâ to all nodes in the graph shown in fig.4 using Dijkstraâs algorithm.,BT3,Apply
E-mail marketing has evolved rapidly alongside the technological growth of the 21st century. Discuss FIVE (5) reasons why e-mail marketing is still a growth area in digital marketing. ,BT2,Understand
Determine the eq ns of regression lines for the following data.,BT3,Apply
Explain segment address translation in detail.,BT2,Understand
Support your views with TWO (2) examples from everyday life for each origins. ,BT5,Evaluate
What do you mean by Industrial Automation? What are its types? Explain the architecture of an automation.,BT1,Remember
Explain the operation of SR flip flop with truth table.,BT2,Understand
What is semiconductor memory? Enlist advantages of it.,BT1,Remember
Explain the concept of Graph coloring.,BT2,Understand
Glass is known to have good qualities and properties related to thermal and sound insulations. Discuss the application of glass in the construction of green building.,BT2,Understand
Use fourier transform to solve.,BT4,Analyze
A homogeneous 700kg bar AB is supported at either end by a cable as shown in figure below.,BT3,Apply
Draw a table indicating purification fold and yield at each step. ,BT2,Understand
Explain the functions of following pins of ADC 0809.,BT2,Understand
Discuss the disadvantages of timber flat roofs. ,BT2,Understand
Find the driving point admittance Y11 (s) for the network shown in Fig. 9 and plot pole-zone diagram.,BT3,Apply
"Suggest your recommendation on the investment of KMK Corporation's common stock, if the stock price is traded at $25 currently. ",BT6,Create
Describe types of joints and their civil engineering significance.,BT1,Remember
List and explain various Privilege Instructions.,BT1,Remember
SO2 is absorbed in water using a packed column operated at constant T and P.,BT3,Apply
What is Generic programming?,BT1,Remember
What is fourier series.,BT1,Remember
What are differences between natural convection and forced convection?,BT4,Analyze
State 'corporate governance' definition as mentioned in Cadbury Report (1992). Explain Malaysian Code on Corporate Governance (MCCG) 2017 âcorporate governance' definition in details. ,BT2,Understand
With neat block diagram explain PCM transmitter.,BT2,Understand
Define Equalizer.,BT1,Remember
Explain full wave centre tapped rectifier supplying resistive load with circuit diagram and waveforms.,BT2,Understand
Explain in short:,BT1,Remember
Write note on CLK2 and Internal processor clock.,BT2,Understand
Explain Selection sort in ascending order using the following array.,BT3,Apply
Explain basic concept of Hash table?,BT2,Understand
Explain working of IC 555 as monostable multivibrator.,BT2,Understand
A rectangular block of material is subjected to stresses on perpendicular faces as shown in figure 4.,BT3,Apply
Calculate the rate of heat loss from a thermoflask if the polished silver surfaces have emissivities of 0.,BT3,Apply
Explain the factors affecting the concrete mix design.,BT1,Remember
With suitable diagram explain constructional details and working of pirani gauge.,BT2,Understand
Explain FIVE (5) key components of organization crisis definition.,BT2,Understand
Write a note on SQL Lite database.,BT1,Remember
What are the various losses which make the operation of actual cycle differ from that of air standard cycle Explain each loss in brief.,BT2,Understand
Draw a poster layout design for Healthy Life Style. ,BT2,Understand
Estimate boards of 90Dkg in RA1 size for 10000 books in A5 size.,BT3,Apply
Define and contrast digital certificate and digital signature. ,BT2,Understand
Write a program in C language to generate a square wave form on pin 5 of port 1.,BT3,Apply
Discuss ONE (1) limitation and benefit of duration. ,BT2,Understand
Explain the block diagram of electric vehicles State advantages and limitations of Unit 6.,BT1,Remember
What is the use of constructor.,BT1,Remember
Show that.,BT4,Analyze
Show that the analytic function f (z) with constant modulus is constant.,BT4,Analyze
Discuss Link State Routing protocol in detail.,BT1,Remember
What is CPU Scheduling?,BT1,Remember
Explain submerged arc welding process with neat sketch.,BT1,Remember
Differentiate between TIG welding and MIG welding.,BT4,Analyze
Explain how control transfer instructions are executed using the call gate in the system?,BT4,Analyze
Find the reverse bias saturation current. ,BT2,Understand
Diameter of brake drum of single block brake shown in fig is 1 m.,BT3,Apply
Draw circuit diagram of general AC bridge and derive the equation for the balanced condition of the bridge.,BT2,Understand
"Draw Production Possibilities Frontier and Trading Possibilities Frontier for Argentina and Mexico.
",BT2,Understand
List THREE (3) usages of instructional materials to facilitate classroom teaching and learning process. ,BT1,Remember
What is Nanotechnology?,BT1,Remember
Define Educational Technology based on FIVE (5) instructional design view. ,BT1,Remember
"Standardized, reusable containers have fairly obvious benefits in shipping and within a plant. State five (5) purpose of these devices. ",BT1,Remember
Find Current I using Thevenins Theorem.,BT3,Apply
Explain ISA sequence in Alarm Annunciation system.,BT4,Analyze
List down the material required for screen printing and explain the purpose of each material.,BT1,Remember
Derive blending function of Bezier curve.,BT1,Remember
Explain the Concept of Acceleration Image Principal.,BT1,Remember
State and explain all possible network functions of one port network.,BT1,Remember
Describe factors impacting on entrepreneurship.,BT1,Remember
What do you mean by limit of proportionality or elastic limit?,BT1,Remember
Derive the Expression for Efficiency of Self Locking Screw.,BT4,Analyze
Define control valve.,BT1,Remember
What are the mathematical operations that can be performed on SET Abstract Data Type?,BT1,Remember
"Justify the following statement: âThe value of a putable bond is never greater than the value of an otherwise comparable option-free bond.""",BT5,Evaluate
Calculate the coefficient of variation for the data given as follows.,BT3,Apply
Find the rotation B ( Î¸B) for the beam with uniform flexural rigidity as shown in figure 2.,BT3,Apply
Explain the following for hydraulic turbine.,BT1,Remember
Illustrate SIX processes that occur in the hydrological cycle. ,BT2,Understand
State the classification and applications of Photogrammetry in surveying.,BT2,Understand
"Draw a body-centered cubic (BCC) unit cell. Calculate the volume density and area density on the (0, 0. 1) plane of a BCC cell if the lattice constant is 2.3 Ã. Give a brief explanation of your calculations. ",BT3,Apply
An unbaised coin is thrown 10 times.,BT3,Apply
Differentiate between Standard Proctor Test and Modified Proctor Test. Draw typical compaction curve for both the tests.,BT1,Remember
A set of five similar and fair coins are tossed 3360 times.,BT3,Apply
What is RAM?,BT1,Remember
Differentiate between transmission and distribution system.,BT4,Analyze
The standard deviation and arithmetic mean of the distribution are 4.,BT3,Apply
Explain Assembly Modeling CAD Customization.,BT1,Remember
"Explain with sketch the fixed hair method of tacheometry, when line of sight is inclined downward (depression) and staff is held vertical?",BT1,Remember
Explain the Nitriding process in detail with a suitable diagram.,BT1,Remember
Draw the logic diagram of full-adder and its truth table.,BT1,Remember
Explain the function of an electromechanical relay and draw an interfacing diagram of relay with microcontroller 8051 with suitable driver circuit.,BT1,Remember
Explain the SIX (6) power bases that determine effective leadership. Provide an example for each of the answers.,BT2,Understand
Determine the probability of getting sum 9 exactly twice in 3 throws with a pair of fair dice.,BT3,Apply
Explain Development  in part Modeling in CAD Customization.,BT1,Remember
IBS components can be divided into five broad categories. Briefly describe with examples all FIVE (5) categories. ,BT2,Understand
Explain impact of temperature and insolation on I-V curves of PV cells.,BT1,Remember
Ion implantation is one of the popular methods to dope semiconductors. Discuss the control parameters for this method. ,BT2,Understand
Explain the QoS parameters in computer network.,BT1,Remember
Explain the working of single phase full wave bridge rectifier with RL load.,BT2,Understand
Explain the field application of compaction test result and how to control Field compaction.,BT2,Understand
Describe various types of unconformities with neat sketches.,BT1,Remember
Explain along with fig Types of Rolling Contact Bearings.,BT4,Analyze
With a neat block diagram explain overall system of PLC.,BT4,Analyze
Explain the construction and working of the shaded pole induction motor with the help of a suitable diagram.,BT1,Remember
How is Lissajous pattern used for frequency measurement?,BT3,Apply
Explain final control element in brief and explain gate and needle control valve in detail with neat sketch.,BT1,Remember
Write an algorithm to insert an element in a binary search tree implemented using linked representation.,BT1,Remember
Give ONE example of aspartic protease. Describe the mechanism of aspartic protease in relation to how pH affects its activity. ,BT2,Understand
What is segment?,BT1,Remember
Draw and explain frequency response characteristics of ideal and practical low pass filter.,BT2,Understand
What is VHDL?,BT1,Remember
Construct a function PUSH and POP in âCâ for stack using array.,BT3,Apply
State the various methods of Project Monitoring.,BT2,Understand
Explain the thread life cycle model in Java.,BT4,Analyze
How parameterized constructors get executed in multilevel inheritance?,BT4,Analyze
An incomplete travers table is obtained as follows.,BT3,Apply
Delineate modulus of counter.,BT1,Remember
What is software SCM repository?,BT1,Remember
Briefly explain the mechanism of RNA interference. ,BT2,Understand
Describe color wheel. ,BT1,Remember
Explain in detail the working of square wave generators with a neat circuit diagram.,BT1,Remember
Draw a technology enhanced language learning classroom sketch for low proficiency primary year 6 students. You should include FIVE (5) basic technology facilities with label which are essential to the integration of technology in the classroom. ,BT2,Understand
Calculate the variance of demand for the winery. ,BT3,Apply
Find Z parameters of the network shown in figure no.,BT4,Analyze
Explian the transient response specifications of second order system with neat diagram.,BT3,Apply
Differentiate the microcontroller and microprocessor.,BT4,Analyze
Nitrobenzene  undergoes electrophilic substitution at meta only.,BT1,Remember
Enumerate the selection of motors depending on load characteristics.,BT1,Remember
A Rectangular block of material is subjected to stresses on perpendicular planes as shown in figure below.,BT3,Apply
Determine which country enjoys comparative advantage in the production of cotton and silk respectively. Support your answer by calculating the opportunity costs of each. ,BT3,Apply
What is PLD?,BT1,Remember
"Propose a suitable preparatory demolition survey, method and shoring where some partial demolition work is included for the rear building portion. ",BT6,Create
Describe with neat diagrams - Carbon clusters.,BT1,Remember
How will you represent facts in propositional logic with an example?,BT3,Apply
"A banker's acceptance (BA) is a promised future payment, or time draft, which is accepted and guaranteed by a bank and drawn on a deposit at the bank. The BA specifies the amount of money, the date, and the person to whom the payment is due. Draw and explain the sequence of a banker's acceptance transaction. ",BT3,Apply
Compare SLL with DLL?,BT4,Analyze
Explain Boundary fill algorithm for polygon.,BT2,Understand
What is Low pass filter?,BT1,Remember
Explain the applications of Bezier curves in robot path planning.,BT1,Remember
Implement the following function using multiplexer,BT3,Apply
What is dynamic data structure.,BT1,Remember
Draw single circular linked list with 5 nodes.,BT1,Remember
Draw pin diagram of IC 555 and explain working of each pin.,BT2,Understand
What do you mean by Boiler Draught and how are they classified.,BT1,Remember
"In a pack of cards, 2cards are drawn simultaneously. What is the probability of getting a Queen and Jack combination.",BT3,Apply
Discuss TWO (2) disadvantages of tokenism that is usually used to create a positive image of the system that the system is fair and without discrimination. ,BT2,Understand
Shareholder activism is an important governance mechanism because this is how minority shareholders exercise and enforce their rights. Comment on the effectiveness of shareholder activism. ,BT5,Evaluate
Explain briefly how the aggregation processes could improve the water quality in a water treatment plant. ,BT2,Understand
Explain the Configuration of a series Hybrid EV .,BT1,Remember
Draw and explain the method of plotting TTT diagram and what information is obtained from this diagram?,BT3,Apply
Explain the cold and hot weather concreting.,BT3,Apply
Suppose that Japan and South Korea are trading partners. The exchange rate of Yen for South Korean Won (KRW) is floating freely. Japanese had reduced their imports from South Korea due to lack of demand for Korean products. Explain what will happen to Yen by using an appropriate diagram. Give five reasons why demand for a foreign currency may increase. ,BT4,Analyze
What is fire escape and explain any one fire escape elements?,BT2,Understand
Write a note on applications of remote sensing.,BT1,Remember
A beam ABC of length 10m has one support at the left end other support at a distance of 6m from the left end.,BT3,Apply
Explain in brief screen angle and halftone process for screen printing process.,BT1,Remember
What are the geological requirement for the foundation of dam?,BT1,Remember
Describe the enzyme characteristics that are desirable in high temperature industrial applications. ,BT2,Understand
Explain the concept of Tristate logic.,BT1,Remember
Name the amino acids for the following single letter codes: DMVREL. ,BT1,Remember
What is parametric modeling?,BT1,Remember
Describe the differences in the sugar compositions between unfermented and fermented cocoa beans. ,BT2,Understand
"Explain in brief, the following:",BT2,Understand
Choose ONE (1) of the factors that you mentioned in question 2(a) and briefly explain why you consider this factor is important. ,BT2,Understand
Write down specific ISO standards used in packaging industry.,BT1,Remember
"""Economists state that both allocative and productive efficiencies are realized in the long-run equilibrium of a monopolistically competitive market"". State whether you agree or disagree with the statement. Graphically illustrate and explain the statement. ",BT4,Analyze
Describe the factors to be considered while selecting hydro power plant.,BT1,Remember
Vector along the direction of the line.,BT4,Analyze
Draw the phasar diagram of 3 phase induction motor.,BT1,Remember
Name FIVE vital plant processes that herbicides target. ,BT1,Remember
What do you mean by flow control in transport layer?,BT1,Remember
"""Investment strategies used by the investors of futures and forward markets help to maintain market efficiency"". Based on the above statement, differentiate THREE (3) main investment strategies used by futures and forward markets' investors. ",BT4,Analyze
What are the different types of cast iron?,BT1,Remember
Find Laplace Transform of following signal.,BT3,Apply
"Determine the range of output voltage for adjustable voltage regulator LM317 for R1 = 240ï, R2 = 4.7 kï Assume Iadj = 100 ï­A.",BT3,Apply
Draw and explain the interfacing diagram of strain gauge with Arduino Board showing necessary subsystems.,BT2,Understand
A coil which has an inductance of 40mH and a resistance of 2 ï is connected to form an LR series circuit. If they are connected to a 20VDC supply. Find,BT3,Apply
Define register.,BT1,Remember
What are proximate and ultimate analysis of fuel?,BT1,Remember
Name  the different standards used for the Designation of Steels.,BT1,Remember
With the help of neat sketch explain the construction and working of radial drilling machine.,BT4,Analyze
What is basic principle of working piezoelectric pressure sensors?,BT1,Remember
A cylindrical boiler is 2.,BT3,Apply
Discuss EIGRP protocol in detail.,BT4,Analyze
Write functions for RR and RL rotation with respect to AVL tree.,BT3,Apply
Write down the steps to be followed to transfer a data serially using 8051 microcontroller.,BT1,Remember
Evaluate any FIVE (5) power bases. Provide a relevant example for each power base. ,BT5,Evaluate
Describe effect of wall moment with respect to earth pressure.,BT1,Remember
Explain on the advantages of switching from a flat-file processing system to a database management system. ,BT2,Understand
Classify hydro electric power plant based on i) head ii) load,BT1,Remember
Suggest FIVE (5) actions that Public Mutual Berhad (PMB) can consider in championing the institutional shareholder activism. ,BT6,Create
State characteristics and uses of contour lines.,BT1,Remember
Draw the circuit diagram of current mirror and explain in detail.,BT1,Remember
Distinguish between DM and ADM.,BT1,Remember
A doubly linked list with numbers to be created.,BT3,Apply
Draw and explain with neat sketch of simple carburetor.,BT2,Understand
